function	op_address	mnemonic	matched_constants	pcode
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca6a, 2) INDIRECT (ram, 0x8c07ca6a, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca6c, 2) INDIRECT (ram, 0x8c07ca6c, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca6e, 2) INDIRECT (ram, 0x8c07ca6e, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca70, 4) INDIRECT (ram, 0x8c07ca70, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca74, 4) INDIRECT (ram, 0x8c07ca74, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca78, 4) INDIRECT (ram, 0x8c07ca78, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca7c, 4) INDIRECT (ram, 0x8c07ca7c, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca80, 4) INDIRECT (ram, 0x8c07ca80, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca84, 4) INDIRECT (ram, 0x8c07ca84, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca88, 4) INDIRECT (ram, 0x8c07ca88, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca8c, 4) INDIRECT (ram, 0x8c07ca8c, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caee, 2) INDIRECT (ram, 0x8c07caee, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caf0, 2) INDIRECT (ram, 0x8c07caf0, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caf2, 2) INDIRECT (ram, 0x8c07caf2, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caf4, 2) INDIRECT (ram, 0x8c07caf4, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caf6, 2) INDIRECT (ram, 0x8c07caf6, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07caf8, 2) INDIRECT (ram, 0x8c07caf8, 2) , (const, 0x170, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(register, 0x238, 8) INDIRECT (register, 0x238, 8) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(register, 0x278, 8) INDIRECT (register, 0x278, 8) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(register, 0xa06, 1) INDIRECT (register, 0xa06, 1) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc6e, 2) INDIRECT (ram, 0x8c07cc6e, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc70, 2) INDIRECT (ram, 0x8c07cc70, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc72, 2) INDIRECT (ram, 0x8c07cc72, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc74, 2) INDIRECT (ram, 0x8c07cc74, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc76, 2) INDIRECT (ram, 0x8c07cc76, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc78, 2) INDIRECT (ram, 0x8c07cc78, 2) , (const, 0x16c, 4)
8c07cafa	8c07cc4e	INDIRECT	0x16c	(ram, 0x8c07cc7a, 2) INDIRECT (ram, 0x8c07cc7a, 2) , (const, 0x16c, 4)
